Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Gls,Ast,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,Sh/90,SoT,SoT/90,G/Sh,KP,PPA,Tkl,Tkl%,Int,SCA,SCA90,Carries,PrgDist_stats_possession,Recov
2393,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,30,1993,0,4,0.9,0.9,2.8,3.7,0.12,0.12,67,80,119,18,0.56,7,0.22,0,25,28,62,59.6,23,60,1.87,901,2688,139
2394,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,24,2000,11,5,10,10,5.8,15.8,0.45,0.44,140,109,282,125,3.51,40,1.12,0.09,46,45,55,37.2,11,132,3.71,979,3581,158
2395,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,23,2001,0,0,0,0,0.1,0.1,0,0.06,1,5,2,1,0.4,0,0,0,2,1,8,50,7,3,1.19,72,109,13
2396,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27,1997,0,0,0.8,0.8,0.2,1.1,0,0.09,12,62,7,3,0.24,0,0,0,3,13,39,45.2,14,16,1.3,554,1677,71
2397,Stefano Sensi,it ITA,MF,Monza,it Serie A,28,1995,1,0,0.9,0.2,0.2,0.4,0,0.38,4,38,8,6,1.97,1,0.33,0,3,4,8,83.3,3,15,4.89,245,588,16
2398,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27,1997,2,1,1.9,1.9,1,2.9,0.2,0.19,18,56,35,30,1.96,8,0.52,0.07,10,5,35,38.5,8,29,1.9,370,750,74
2399,Sergi,es ESP,DF,Leganés,es La Liga,32,1992,2,0,1.5,1.5,0.4,1.9,0.06,0.06,3,77,2,13,0.4,5,0.15,0.15,5,5,40,56.3,39,12,0.37,977,2161,80
2400,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,21,2003,0,0,0.2,0.2,0,0.2,0,0.15,2,4,18,5,4.02,1,0.8,0,1,1,1,33.3,1,2,1.61,27,65,3
2401,Benjamin _eško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21,2003,13,5,10,8.4,2.1,10.5,0.61,0.46,47,46,141,66,2.5,29,1.1,0.17,19,9,7,27.3,5,51,1.93,444,1230,62
2402,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,eng Premier League,24,2000,4,2,1.6,1.6,1.1,2.7,0.93,0.42,18,22,59,14,2.17,8,1.24,0.29,12,7,27,45,3,24,3.72,180,549,30
2403,Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,31,1992,3,4,2.7,2.7,1.2,3.9,0.57,0.32,42,49,77,28,2.3,12,0.98,0.11,15,21,16,50,10,47,3.85,381,1222,48
2404,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,29,1995,0,0,0,0,0.7,0.7,0,0.19,7,24,7,1,0.26,0,0,0,5,3,4,100,2,10,2.58,226,548,9
2405,Alen Sherri,al ALB,GK,Cagliari,it Serie A,26,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,50,1,2,0.29,137,299,15
2406,Eldor Shomurodov,uz UZB,"FW,MF",Roma,it Serie A,29,1995,4,4,4.7,4.7,1.3,6.1,0.66,0.5,19,21,62,29,2.38,13,1.07,0.14,17,6,14,50,3,32,2.62,246,515,36
2407,Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32,1992,0,3,0.4,0.4,2.9,3.3,0.13,0.14,16,121,50,5,0.21,1,0.04,0,18,30,65,62,20,35,1.5,817,1693,99
2408,Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,21,2003,2,2,2.8,2.8,1.1,3.9,0.47,0.47,28,18,64,29,3.43,7,0.83,0.07,8,8,10,30,1,17,2,184,551,29
2409,Benjamin Siegrist,ch SUI,GK,Genoa,it Serie A,32,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,0,56,162,2
2410,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,28,1995,5,1,4.2,2.7,3.6,6.3,0.15,0.29,15,147,27,30,1.12,7,0.26,0.1,30,26,44,48.2,16,63,2.36,914,1633,125
2411,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,24,2000,0,0,0.6,0.6,0.5,1.1,0,0.08,8,31,12,4,0.3,2,0.15,0,6,8,21,41.2,20,15,1.14,472,990,37
2412,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,eng Premier League,19,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,100,0,0,0,1,6,0
2413,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,22,2002,2,0,0.5,0.5,0.7,1.1,0.22,0.13,11,29,34,7,0.79,2,0.22,0.29,7,6,17,53.8,11,16,1.8,253,553,33
2414,André Silva,pt POR,FW,Werder Bremen,de Bundesliga,28,1995,1,0,2.6,1,0.4,1.4,0,0.71,6,10,28,12,2.88,5,1.2,0,5,6,2,0,0,15,3.6,103,199,10
2415,André Silva,pt POR,"FW,MF",RB Leipzig,de Bundesliga,28,1995,1,2,1.3,0.5,0.6,1.1,1.36,1.28,6,4,11,7,4.77,2,1.36,0,3,1,1,0,1,7,4.81,35,152,7
